Id,LotArea,LotShape,LandContour,Utilities,LotConfig,Slope,DwellClass,OverallQuality,OverallCondition,YearBuilt,ExteriorCondition,BasementCondition,TotalBSF,CentralAir,LowQualFinSF,LivingArea,FullBath,HalfBath,BedroomAbvGr,KitchenQuality,KitchenAbvGr,TotalRmsAbvGrd,Fireplaces,GarageType,GarageCars,PavedDrive,PoolArea,OpenPorchSF,MoSold,YrSold,SalePrice
1330,9084,3,Lvl,AllPub,Inside,Gtl,1Fam,7,5,1998,TA,TA,935,Y,0,1632,2,1,3,TA,1,8,1,Attchd,2,Y,0,28,6,2006,176500
1332,10780,3,Lvl,AllPub,Inside,Gtl,1Fam,5,5,1976,TA,TA,911,Y,0,954,1,0,3,TA,1,6,0,Detchd,2,Y,0,0,7,2006,132500
1337,9246,3,Lvl,AllPub,Inside,Gtl,Duplex,5,5,1973,TA,TA,1656,Y,0,1656,2,0,4,TA,2,8,0,Detchd,2,Y,0,211,11,2008,135000
1338,4118,3,Bnk,AllPub,Corner,Mod,1Fam,4,4,1941,TA,TA,693,N,0,693,1,0,2,Fa,1,4,0,NA,0,N,0,20,3,2006,52500
1339,13450,3,Lvl,AllPub,Corner,Gtl,1Fam,7,5,2002,TA,TA,916,Y,0,1861,2,1,3,Gd,1,8,0,BuiltIn,2,Y,0,91,6,2006,200000
1340,9560,3,Lvl,AllPub,Corner,Gtl,1Fam,5,7,1972,Gd,TA,864,Y,0,864,1,0,3,TA,1,5,0,Attchd,1,Y,0,0,6,2006,128500
1345,11103,3,Lvl,AllPub,Corner,Gtl,1Fam,7,5,2006,TA,TA,728,Y,0,1456,2,1,3,Gd,1,8,1,Attchd,2,Y,0,0,7,2007,155835
1348,15306,3,HLS,AllPub,Corner,Gtl,1Fam,8,5,2006,TA,TA,1732,Y,0,1776,2,0,3,Gd,1,7,1,Attchd,3,Y,0,0,5,2007,283463
1352,9247,3,Lvl,AllPub,Inside,Gtl,1Fam,6,6,1962,TA,TA,858,Y,0,1716,1,1,4,TA,1,8,1,Attchd,2,Y,0,84,3,2008,171000
1354,14720,3,Lvl,AllPub,CulDSac,Gtl,1Fam,8,5,1995,TA,TA,2033,Y,0,3238,2,1,4,Gd,1,9,1,Attchd,3,Y,0,86,3,2010,410000
1355,10316,3,Lvl,AllPub,Inside,Gtl,1Fam,7,5,2000,TA,TA,992,Y,0,1865,2,1,3,Gd,1,7,1,Attchd,3,Y,0,184,6,2008,235000
1356,10192,3,Lvl,AllPub,Inside,Gtl,1Fam,7,6,1968,TA,TA,570,Y,0,1920,3,0,4,Gd,1,8,1,Attchd,2,Y,0,98,9,2006,170000
1358,12537,3,Lvl,AllPub,CulDSac,Gtl,1Fam,5,6,1971,TA,TA,1078,Y,0,1078,1,1,3,TA,1,6,1,Attchd,2,Y,0,0,4,2010,149900
1362,16158,3,Low,AllPub,Inside,Mod,1Fam,7,5,2005,TA,TA,1530,Y,0,1530,2,0,3,Gd,1,7,1,Attchd,2,Y,0,36,6,2009,260000
1363,12513,3,Lvl,AllPub,FR2,Gtl,1Fam,4,4,1920,Gd,Fa,715,Y,0,1738,2,0,4,TA,1,7,1,Attchd,1,Y,0,0,6,2009,104900
1364,8499,3,Lvl,AllPub,Inside,Gtl,1Fam,6,5,2006,TA,TA,616,Y,0,1412,2,1,3,Gd,1,6,1,BuiltIn,2,Y,0,36,3,2007,156932
1367,9179,3,Lvl,AllPub,Inside,Gtl,1Fam,7,5,1999,TA,TA,873,Y,0,1790,2,1,3,Gd,1,7,0,Attchd,2,Y,0,88,6,2008,193000
1376,10991,3,HLS,AllPub,Inside,Gtl,1Fam,8,5,2007,TA,TA,1571,Y,0,1571,2,0,3,Gd,1,7,1,Attchd,3,Y,0,36,12,2007,239000
1382,12925,3,Lvl,AllPub,Corner,Gtl,1Fam,6,7,1970,TA,TA,1205,Y,0,2117,2,1,4,TA,1,7,2,Attchd,2,Y,0,42,5,2008,237500
1387,16692,3,Lvl,AllPub,Inside,Gtl,1Fam,7,5,1978,TA,TA,1392,Y,0,2784,3,1,5,Gd,1,12,2,Attchd,2,Y,519,112,7,2006,250000
1389,14892,3,HLS,AllPub,CulDSac,Gtl,1Fam,9,5,2006,TA,TA,1746,Y,0,1746,2,0,3,Ex,1,7,2,Attchd,3,Y,0,39,10,2009,377500
1396,12665,3,Lvl,AllPub,Inside,Gtl,1Fam,8,5,2005,TA,Gd,1094,Y,0,2482,2,1,4,Gd,1,9,1,BuiltIn,3,Y,0,39,2,2007,281213
1397,57200,3,Bnk,AllPub,Inside,Sev,1Fam,5,5,1948,TA,TA,747,Y,0,1687,1,0,3,TA,1,7,2,Detchd,2,N,0,0,6,2010,160000
1402,7415,3,Lvl,AllPub,Inside,Gtl,1Fam,6,5,2004,TA,TA,839,Y,0,1593,2,1,3,TA,1,8,1,Attchd,2,Y,0,75,4,2008,193000
1404,15256,3,Lvl,AllPub,CulDSac,Gtl,1Fam,8,5,2007,TA,TA,1485,Y,0,1464,2,0,3,Gd,1,6,0,Attchd,3,Y,0,160,8,2007,282922
1406,3842,3,HLS,AllPub,Inside,Mod,TwnhsE,8,5,2004,TA,TA,1594,Y,0,1646,2,0,2,Gd,1,5,1,Attchd,2,Y,0,53,1,2008,275000
1408,8780,3,Lvl,AllPub,Corner,Gtl,1Fam,5,5,1985,TA,TA,833,Y,0,833,1,0,3,TA,1,5,0,NA,0,Y,0,0,3,2009,112000
1410,20544,3,Lvl,AllPub,CulDSac,Gtl,1Fam,7,6,1986,Gd,TA,791,Y,0,2093,2,1,3,TA,1,7,1,Attchd,2,Y,0,63,11,2008,215000
1414,10994,3,Lvl,AllPub,Corner,Gtl,1Fam,8,5,2005,TA,Gd,1844,Y,0,1844,2,0,2,Gd,1,7,1,Attchd,2,Y,0,44,9,2009,257000
1418,16545,3,Lvl,AllPub,Inside,Gtl,1Fam,8,5,1998,TA,TA,1284,Y,0,2450,2,1,3,Gd,1,7,1,Attchd,3,Y,0,126,5,2009,340000
1420,16381,3,Lvl,AllPub,Inside,Gtl,1Fam,6,5,1969,Gd,TA,1844,Y,0,1844,2,0,3,Gd,1,7,1,Attchd,2,Y,0,73,12,2006,223000
1424,19690,3,Lvl,AllPub,CulDSac,Gtl,1Fam,6,7,1966,Gd,TA,697,Y,0,2201,2,0,4,Gd,1,8,1,Attchd,2,Y,738,236,8,2006,274970
1426,10721,3,Lvl,AllPub,Inside,Gtl,1Fam,6,6,1959,TA,TA,1252,Y,0,1252,1,0,3,Gd,1,7,0,Detchd,2,Y,0,39,10,2008,142000
1427,10944,3,Lvl,AllPub,Inside,Gtl,1Fam,7,5,1994,TA,TA,1223,Y,0,2127,2,1,3,Gd,1,5,2,Attchd,2,Y,0,132,8,2008,271000
1430,12546,3,Lvl,AllPub,Corner,Gtl,1Fam,6,7,1981,Gd,TA,1440,Y,0,1440,2,0,3,Gd,1,7,1,Attchd,2,Y,0,0,4,2007,182900
1432,4928,3,Lvl,AllPub,Inside,Gtl,TwnhsE,6,6,1976,TA,TA,958,Y,0,958,2,0,2,TA,1,5,0,Attchd,2,Y,0,60,10,2009,143750
1434,10261,3,Lvl,AllPub,Inside,Gtl,1Fam,6,5,2000,TA,TA,936,Y,0,1792,2,1,3,TA,1,8,1,Attchd,2,Y,0,0,5,2008,186500
1441,11526,3,Bnk,AllPub,Inside,Mod,1Fam,6,7,1922,TA,TA,588,Y,384,2555,2,0,3,TA,1,11,1,Detchd,2,Y,0,0,9,2008,191000
1447,26142,3,Lvl,AllPub,CulDSac,Gtl,1Fam,5,7,1962,TA,TA,1188,Y,0,1188,1,0,3,TA,1,6,0,Attchd,1,P,0,39,4,2010,157900
13,12968,2,Lvl,AllPub,Inside,Gtl,1Fam,5,6,1962,TA,TA,912,Y,0,912,1,0,2,TA,1,4,0,Detchd,1,Y,0,0,9,2008,144000
51,13869,2,Lvl,AllPub,Corner,Gtl,1Fam,6,6,1997,TA,TA,794,Y,0,1470,2,0,3,TA,1,6,0,Attchd,2,Y,0,75,7,2007,177000
53,8472,2,Bnk,AllPub,Corner,Mod,Duplex,5,5,1963,TA,TA,816,N,0,816,1,0,2,TA,1,5,0,CarPort,2,Y,0,0,5,2010,110000
59,13682,2,HLS,AllPub,CulDSac,Gtl,1Fam,10,5,2006,TA,TA,1410,Y,0,2945,3,1,3,Gd,1,10,1,BuiltIn,3,Y,0,0,10,2006,438780
87,11911,2,Lvl,AllPub,Inside,Gtl,1Fam,6,5,2005,TA,TA,684,Y,0,1560,2,1,3,Gd,1,6,1,BuiltIn,2,Y,0,38,3,2009,174000
96,9765,2,Lvl,AllPub,Corner,Gtl,1Fam,6,8,1993,Gd,Gd,680,Y,0,1470,2,1,3,TA,1,6,1,BuiltIn,2,Y,0,63,4,2009,185000
186,22950,2,Lvl,AllPub,Inside,Gtl,1Fam,10,9,1892,Gd,TA,1107,Y,572,3608,2,1,4,Ex,1,12,2,Detchd,3,Y,0,260,6,2006,475000
214,13568,2,Lvl,AllPub,CulDSac,Gtl,1Fam,5,5,1995,TA,TA,990,Y,0,990,1,0,3,TA,1,5,0,Attchd,2,Y,0,0,7,2006,156000
250,159000,2,Low,AllPub,CulDSac,Sev,1Fam,6,7,1958,TA,TA,1444,Y,0,2144,2,0,4,Gd,1,7,2,Attchd,2,Y,0,98,6,2007,277000
350,20431,2,Lvl,AllPub,Inside,Gtl,1Fam,9,5,2005,TA,TA,1848,Y,0,2728,2,1,4,Ex,1,10,2,Attchd,3,Y,0,0,4,2006,437154
356,11249,2,Lvl,AllPub,Inside,Gtl,1Fam,6,5,1995,Gd,Gd,1200,Y,0,1200,2,0,3,Gd,1,6,0,Attchd,2,Y,0,26,8,2007,177500
385,53107,2,Low,AllPub,Corner,Mod,1Fam,6,5,1992,TA,TA,1580,Y,0,1953,2,1,3,Gd,1,9,2,Attchd,2,Y,0,231,6,2007,240000
401,14963,2,Lvl,AllPub,Inside,Gtl,TwnhsE,8,5,1996,TA,TA,1260,Y,0,1288,1,1,1,Ex,1,4,2,Attchd,2,Y,0,30,12,2008,245500
413,4403,2,Lvl,AllPub,Inside,Gtl,1Fam,7,5,2009,TA,TA,1470,Y,0,1478,2,1,2,Gd,1,7,1,Attchd,2,Y,0,144,6,2010,222000
415,11228,2,Lvl,AllPub,CulDSac,Gtl,1Fam,7,5,1993,TA,TA,1080,Y,0,2097,2,1,3,Gd,1,9,1,Attchd,3,Y,0,187,12,2008,228000
436,10667,2,Lvl,AllPub,CulDSac,Gtl,1Fam,7,6,1996,TA,TA,799,Y,0,1661,2,1,3,Gd,1,6,1,Attchd,2,Y,0,61,4,2009,212000
559,21872,2,HLS,AllPub,FR2,Gtl,1Fam,7,5,1996,TA,TA,729,Y,0,1446,2,1,3,TA,1,6,1,Attchd,2,Y,0,22,8,2008,175000
607,12464,2,Low,AllPub,Corner,Mod,1Fam,5,5,1996,Gd,TA,1040,Y,0,1040,1,0,3,Gd,1,6,0,Detchd,2,Y,0,0,11,2009,152000
662,46589,2,Lvl,AllPub,CulDSac,Gtl,1Fam,8,7,1994,TA,Gd,1629,Y,0,2448,2,1,4,Gd,1,8,1,Attchd,3,Y,0,76,7,2009,402000
665,20896,2,Lvl,AllPub,CulDSac,Gtl,1Fam,8,5,2005,TA,TA,2077,Y,0,2097,1,1,1,Ex,1,8,1,Attchd,3,Y,0,267,1,2006,423000
682,4500,2,Bnk,AllPub,Inside,Gtl,1Fam,5,5,1932,TA,TA,793,Y,0,1520,1,0,3,TA,1,6,0,Detchd,1,Y,0,0,7,2009,159434
685,16770,2,Lvl,AllPub,CulDSac,Gtl,1Fam,7,5,1998,TA,TA,1195,Y,0,1839,2,1,4,TA,1,7,0,Attchd,2,Y,0,81,6,2010,221000
688,5105,2,Lvl,AllPub,FR2,Gtl,TwnhsE,7,5,2004,TA,TA,551,Y,0,1102,2,1,2,Gd,1,4,0,Detchd,2,Y,0,60,3,2007,148800
700,4282,2,Lvl,AllPub,Inside,Gtl,TwnhsE,7,5,2004,TA,TA,1391,Y,0,1391,2,0,2,Gd,1,5,0,Attchd,2,Y,0,158,7,2008,196000
707,115149,2,Low,AllPub,CulDSac,Sev,1Fam,7,5,1971,TA,TA,1643,Y,0,1824,2,0,2,Gd,1,5,2,Attchd,2,Y,0,48,6,2007,302000
770,53504,2,HLS,AllPub,CulDSac,Mod,1Fam,8,5,2003,TA,TA,1650,Y,0,3279,3,1,4,Ex,1,12,1,BuiltIn,3,Y,0,36,6,2010,538000
783,16285,2,Lvl,AllPub,Inside,Gtl,1Fam,7,5,2001,TA,TA,1413,Y,0,1430,2,0,3,Gd,1,6,0,Attchd,2,Y,0,33,6,2009,187100
816,12137,2,Lvl,AllPub,CulDSac,Gtl,1Fam,7,5,1998,TA,TA,1649,Y,0,1661,2,0,3,Gd,1,6,0,Attchd,2,Y,0,34,5,2010,224900
829,28698,2,Low,AllPub,CulDSac,Sev,1Fam,5,5,1967,TA,Gd,1013,Y,0,2126,2,1,3,TA,1,7,0,Attchd,2,Y,0,0,6,2009,185000
849,45600,2,Bnk,AllPub,Inside,Gtl,1Fam,6,8,1908,TA,TA,907,Y,0,2358,3,0,5,TA,1,10,1,Detchd,2,Y,0,40,9,2008,240000
869,14762,2,Lvl,AllPub,Corner,Gtl,1Fam,5,6,1948,TA,NB,0,Y,53,2320,2,0,2,TA,1,7,1,Attchd,2,P,0,144,5,2006,169000
910,12589,2,Lvl,AllPub,Inside,Gtl,1Fam,6,5,2005,TA,TA,742,Y,0,1484,2,1,3,Gd,1,8,1,Attchd,2,Y,0,24,6,2009,174000
935,27650,2,HLS,AllPub,Inside,Mod,1Fam,7,7,1960,TA,TA,585,Y,0,2069,2,0,4,Gd,1,9,1,Attchd,2,Y,0,0,11,2008,242000
1048,9245,2,Lvl,AllPub,Inside,Gtl,1Fam,5,5,1994,TA,TA,990,Y,0,990,1,0,3,TA,1,5,0,Detchd,2,Y,0,0,2,2008,145000
1058,29959,2,Lvl,AllPub,FR2,Gtl,1Fam,7,6,1994,TA,TA,973,Y,0,1850,2,1,3,Gd,1,7,1,BuiltIn,2,Y,0,98,1,2009,248000
1085,13031,2,Lvl,AllPub,Corner,Gtl,1Fam,6,5,1995,TA,TA,691,Y,0,1498,2,1,3,TA,1,6,1,Attchd,2,Y,0,44,7,2006,187500
1181,11170,2,Lvl,AllPub,Corner,Gtl,1Fam,7,5,1990,TA,TA,1216,Y,0,2514,2,1,4,TA,1,8,0,Attchd,2,Y,0,0,4,2006,250000
1238,12393,2,Lvl,AllPub,FR2,Gtl,1Fam,7,5,2004,TA,TA,847,Y,0,1948,2,1,4,Gd,1,8,1,BuiltIn,2,Y,0,48,9,2006,195000
1319,14781,2,Lvl,AllPub,CulDSac,Gtl,1Fam,8,5,2001,TA,TA,1753,Y,0,1787,2,0,3,Gd,1,7,1,Attchd,3,Y,0,150,8,2006,275000
1347,20781,2,Lvl,AllPub,CulDSac,Gtl,1Fam,7,7,1968,TA,TA,1568,Y,0,2156,2,0,3,TA,1,9,1,Attchd,2,Y,0,80,6,2006,262500
1370,10635,2,Lvl,AllPub,FR2,Gtl,1Fam,8,5,2003,TA,TA,1657,Y,0,1668,2,0,3,Gd,1,8,1,Attchd,2,Y,0,262,5,2010,232000
265,5232,1,Bnk,AllPub,Inside,Gtl,1Fam,5,5,1925,TA,TA,680,N,0,764,1,0,2,TA,1,4,0,Detchd,2,N,0,0,6,2008,73000
302,16226,1,Lvl,AllPub,Inside,Gtl,1Fam,8,5,1998,TA,TA,1028,Y,0,2452,2,1,4,Gd,1,9,1,BuiltIn,2,Y,0,50,5,2007,267000
314,215245,1,Low,AllPub,Inside,Sev,1Fam,7,5,1965,TA,TA,2136,Y,0,2036,2,0,3,TA,1,8,2,Attchd,2,Y,0,0,6,2009,375000
1007,12155,1,Lvl,AllPub,Inside,Gtl,1Fam,6,3,1970,TA,TA,1657,Y,0,1657,2,0,3,TA,1,7,1,Attchd,2,Y,0,0,3,2007,163500
1108,23257,1,HLS,AllPub,CulDSac,Gtl,1Fam,7,5,2006,TA,Gd,868,Y,0,2021,2,1,3,Gd,1,9,1,BuiltIn,2,Y,0,100,9,2006,274725
1128,14572,1,Lvl,AllPub,Corner,Gtl,1Fam,7,5,2004,TA,TA,1530,Y,0,1530,2,0,3,Gd,1,7,1,Attchd,3,Y,0,36,11,2007,259000
1261,24682,1,Lvl,AllPub,CulDSac,Gtl,1Fam,6,5,,TA,TA,841,Y,0,1675,2,1,3,TA,1,7,1,BuiltIn,2,Y,0,103,6,2009,181000
1299,63887,1,Bnk,AllPub,Corner,Gtl,1Fam,10,5,2008,TA,TA,6110,Y,0,5642,2,1,3,Ex,1,12,3,Attchd,2,Y,480,292,1,2008,160000
1349,16196,1,Low,AllPub,Inside,Gtl,1Fam,7,5,1998,TA,TA,1482,Y,0,1494,2,0,3,Gd,1,5,1,Attchd,2,Y,0,25,8,2007,215000
1431,21930,1,Lvl,AllPub,Inside,Gtl,1Fam,5,5,2005,TA,Gd,732,Y,0,1838,2,1,4,TA,1,7,1,BuiltIn,2,Y,0,40,7,2006,192140
1,8450,4,Lvl,AllPub,Inside,Gtl,1Fam,7,5,2003,TA,TA,856,Y,0,1710,2,1,3,Gd,1,8,0,Attchd,2,Y,0,61,2,2008,208500
2,9600,4,Lvl,AllPub,FR2,Gtl,1Fam,6,8,1976,TA,TA,1262,Y,0,1262,2,0,3,TA,1,6,1,Attchd,2,Y,0,0,5,2007,181500
7,10084,4,Lvl,AllPub,Inside,Gtl,1Fam,8,5,2004,TA,TA,1686,Y,0,1694,2,0,3,Gd,1,7,1,Attchd,2,Y,0,57,8,2007,307000
9,6120,4,Lvl,AllPub,Inside,Gtl,1Fam,7,5,1931,TA,TA,952,Y,0,1774,2,0,2,TA,2,8,2,Detchd,2,Y,0,0,4,2008,129900
10,7420,4,Lvl,AllPub,Corner,Gtl,2fmCon,5,6,1939,TA,TA,991,Y,0,1077,1,0,2,TA,2,5,2,Attchd,1,Y,0,4,1,2008,118000
11,11200,4,Lvl,AllPub,Inside,Gtl,1Fam,5,5,1965,TA,TA,1040,Y,0,1040,1,0,3,TA,1,5,0,Detchd,1,Y,0,0,2,2008,129500
16,6120,4,Lvl,AllPub,Corner,Gtl,1Fam,7,8,1929,TA,TA,832,Y,0,854,1,0,2,TA,1,5,0,Detchd,2,Y,0,112,7,2007,132000
18,10791,4,Lvl,AllPub,Inside,Gtl,Duplex,4,5,1967,TA,NB,0,Y,0,1296,2,0,2,TA,2,6,0,CarPort,2,Y,0,0,10,2006,90000
19,13695,4,Lvl,AllPub,Inside,Gtl,1Fam,5,5,2004,TA,TA,1114,Y,0,1114,1,1,3,Gd,1,6,0,Detchd,2,Y,0,102,6,2008,159000
20,7560,4,Lvl,AllPub,Inside,Gtl,1Fam,5,6,1958,TA,TA,1029,Y,0,1339,1,0,3,TA,1,6,0,Attchd,1,Y,0,0,5,2009,139000
22,7449,4,Bnk,AllPub,Inside,Gtl,1Fam,7,7,1930,TA,TA,637,Y,0,1108,1,0,3,Gd,1,6,1,Attchd,1,N,0,0,6,2007,139400
23,9742,4,Lvl,AllPub,Inside,Gtl,1Fam,8,5,2002,TA,TA,1777,Y,0,1795,2,0,3,Gd,1,7,1,Attchd,2,Y,0,159,9,2008,230000
24,4224,4,Lvl,AllPub,Inside,Gtl,TwnhsE,5,7,1976,TA,TA,1040,Y,0,1060,1,0,3,TA,1,6,1,Attchd,2,Y,0,110,6,2007,129900
26,14230,4,Lvl,AllPub,Corner,Gtl,1Fam,8,5,2007,TA,TA,1566,Y,0,1600,2,0,3,Gd,1,7,1,Attchd,3,Y,0,56,7,2009,256300
27,7200,4,Lvl,AllPub,Corner,Gtl,1Fam,5,7,1951,TA,TA,900,Y,0,900,1,0,3,Gd,1,5,0,Detchd,2,Y,0,32,5,2010,134800
28,11478,4,Lvl,AllPub,Inside,Gtl,1Fam,8,5,2007,TA,TA,1704,Y,0,1704,2,0,3,Gd,1,7,1,Attchd,3,Y,0,50,5,2010,306000
31,8500,4,Lvl,AllPub,Inside,Gtl,1Fam,4,4,1920,Fa,TA,649,N,0,1317,1,0,3,TA,1,6,0,Detchd,1,N,0,54,7,2008,40000
33,11049,4,Lvl,AllPub,Corner,Gtl,1Fam,8,5,2007,TA,TA,1234,Y,0,1234,2,0,3,Gd,1,7,0,Attchd,2,Y,0,30,1,2008,179900
35,7313,4,Lvl,AllPub,Inside,Gtl,TwnhsE,9,5,2005,TA,TA,1561,Y,0,1561,2,0,2,Ex,1,6,1,Attchd,2,Y,0,47,8,2007,277500
36,13418,4,Lvl,AllPub,Inside,Gtl,1Fam,8,5,2004,TA,TA,1117,Y,0,2452,3,1,4,Gd,1,9,1,BuiltIn,3,Y,0,32,9,2006,309000
37,10859,4,Lvl,AllPub,Corner,Gtl,1Fam,5,5,1994,TA,TA,1097,Y,0,1097,1,1,3,TA,1,6,0,Attchd,2,Y,0,64,6,2009,145000
38,8532,4,Lvl,AllPub,Inside,Gtl,1Fam,5,6,1954,TA,TA,1297,Y,0,1297,1,0,3,TA,1,5,1,Attchd,2,Y,0,0,10,2009,153000
39,7922,4,Lvl,AllPub,Inside,Gtl,1Fam,5,7,1953,Gd,TA,1057,Y,0,1057,1,0,3,Gd,1,5,0,Detchd,1,Y,0,52,1,2010,109000
40,6040,4,Lvl,AllPub,Inside,Gtl,Duplex,4,5,1955,TA,NB,0,N,0,1152,2,0,2,Fa,2,6,0,NA,0,N,0,0,6,2008,82000
41,8658,4,Lvl,AllPub,Inside,Gtl,1Fam,6,5,1965,TA,TA,1088,Y,0,1324,2,0,3,TA,1,6,1,Attchd,2,Y,0,138,12,2006,160000
42,16905,4,Lvl,AllPub,Inside,Gtl,1Fam,5,6,1959,Gd,TA,1350,Y,0,1328,1,1,2,TA,1,5,2,Attchd,1,P,0,104,7,2007,170000
45,7945,4,Lvl,AllPub,Inside,Gtl,1Fam,5,6,1959,TA,TA,1150,Y,0,1150,1,0,3,TA,1,6,0,Attchd,1,Y,0,0,5,2006,141000
46,7658,4,Lvl,AllPub,Inside,Gtl,TwnhsE,9,5,2005,TA,TA,1752,Y,0,1752,2,0,2,Ex,1,6,1,Attchd,2,Y,0,82,2,2010,319900
48,11096,4,Lvl,AllPub,Inside,Gtl,1Fam,8,5,2006,TA,TA,1656,Y,0,1656,2,0,3,Gd,1,7,0,Attchd,3,Y,0,146,7,2007,249700
49,4456,4,Lvl,AllPub,Inside,Gtl,2fmCon,4,5,1920,TA,TA,736,Y,0,1452,2,0,2,TA,3,8,0,NA,0,N,0,0,6,2009,113000
50,7742,4,Lvl,AllPub,Inside,Gtl,1Fam,5,7,1966,TA,TA,955,Y,0,955,1,0,3,TA,1,6,0,Attchd,1,Y,0,0,1,2007,127000
52,6240,4,Lvl,AllPub,Inside,Gtl,1Fam,6,6,1934,TA,TA,816,Y,360,1176,1,0,3,TA,1,6,1,Detchd,2,Y,0,0,9,2006,114500
55,7134,4,Bnk,AllPub,Inside,Mod,1Fam,5,5,1955,TA,TA,384,Y,0,1360,1,0,3,TA,1,6,1,Detchd,2,Y,0,50,2,2007,130000
57,2645,4,Lvl,AllPub,Inside,Gtl,Twnhs,8,5,1999,TA,TA,970,Y,0,1739,2,1,3,Gd,1,7,0,Attchd,2,Y,0,0,8,2009,172500
60,7200,4,Bnk,AllPub,Inside,Gtl,1Fam,5,7,1972,TA,TA,780,Y,0,780,1,0,2,TA,1,4,0,Detchd,1,Y,0,0,1,2008,124900
61,13072,4,Lvl,AllPub,Inside,Gtl,1Fam,6,5,2004,TA,TA,1158,Y,0,1158,1,1,3,Gd,1,5,0,Detchd,2,Y,0,50,5,2006,158000
62,7200,4,Lvl,AllPub,Inside,Gtl,1Fam,5,7,1920,TA,Fa,530,N,0,1111,1,0,3,Fa,1,6,0,Detchd,1,N,0,0,3,2007,101000
65,9375,4,Lvl,AllPub,Inside,Gtl,1Fam,7,5,1997,TA,TA,1057,Y,0,2034,2,1,3,Gd,1,8,0,Attchd,2,Y,0,36,2,2009,219500
66,9591,4,Lvl,AllPub,Inside,Gtl,1Fam,8,5,2004,TA,TA,1143,Y,0,2473,2,1,4,Gd,1,9,1,BuiltIn,3,Y,0,151,10,2007,317000
67,19900,4,Lvl,AllPub,Inside,Gtl,1Fam,7,5,1970,TA,TA,1947,Y,0,2207,2,0,3,TA,1,7,1,Attchd,2,Y,0,0,7,2010,180000
69,4608,4,Lvl,AllPub,Corner,Gtl,1Fam,4,6,1945,Gd,TA,747,Y,0,747,1,0,2,TA,1,4,0,Attchd,1,Y,0,0,6,2010,80000
70,15593,4,Lvl,AllPub,Corner,Gtl,1Fam,7,4,1953,TA,TA,1304,Y,0,2287,2,0,3,TA,1,7,1,Attchd,2,Y,0,21,7,2006,225000
72,7599,4,Lvl,AllPub,Corner,Gtl,1Fam,4,6,1982,TA,TA,845,Y,0,845,1,0,2,TA,1,4,0,Detchd,2,Y,0,0,6,2007,129500
74,10200,4,Lvl,AllPub,Inside,Gtl,1Fam,5,7,1954,TA,TA,1086,Y,0,1086,1,0,3,TA,1,6,0,Attchd,2,Y,0,0,5,2010,144900
75,5790,4,Lvl,AllPub,Corner,Gtl,1Fam,3,6,1915,Gd,TA,840,N,0,1605,2,0,3,TA,2,8,0,Detchd,1,Y,0,0,5,2010,107400
76,1596,4,Lvl,AllPub,Inside,Gtl,Twnhs,4,5,1973,TA,TA,462,Y,0,988,1,0,2,TA,1,5,0,BuiltIn,1,Y,0,101,11,2009,91000
78,8635,4,Lvl,AllPub,Inside,Gtl,1Fam,5,5,1948,TA,TA,672,Y,0,1285,1,0,2,TA,1,6,0,Detchd,1,Y,0,0,1,2008,127000
79,10778,4,Lvl,AllPub,Inside,Gtl,Duplex,4,5,1968,TA,TA,1768,N,0,1768,2,0,4,TA,2,8,0,NA,0,Y,0,0,4,2010,136500
80,10440,4,Lvl,AllPub,Corner,Gtl,1Fam,5,6,1910,TA,TA,440,Y,0,1230,1,1,2,TA,1,5,0,Detchd,2,Y,0,0,5,2009,110000
81,13000,4,Lvl,AllPub,Corner,Gtl,1Fam,6,6,1968,Gd,TA,896,Y,0,2142,2,1,4,Gd,1,8,1,Attchd,1,Y,0,72,6,2009,193500
82,4500,4,Lvl,AllPub,FR2,Gtl,TwnhsE,6,5,1998,Gd,Gd,1237,Y,0,1337,2,0,2,TA,1,5,0,Attchd,2,Y,0,199,3,2006,153500
83,10206,4,Lvl,AllPub,Inside,Gtl,1Fam,8,5,2007,TA,TA,1563,Y,0,1563,2,0,3,Gd,1,6,1,Attchd,3,Y,0,99,10,2008,245000
86,16059,4,Lvl,AllPub,Corner,Gtl,1Fam,8,5,1991,TA,TA,1288,Y,0,2417,2,1,4,Gd,1,9,1,Attchd,2,Y,0,82,4,2006,260000
88,3951,4,Lvl,AllPub,Corner,Gtl,TwnhsE,6,5,2009,TA,TA,612,Y,0,1224,2,1,2,Gd,1,4,0,Detchd,2,Y,0,234,6,2009,164500
90,8070,4,Lvl,AllPub,Inside,Gtl,1Fam,4,5,1994,TA,TA,990,Y,0,990,1,0,3,TA,1,5,0,NA,0,Y,0,0,8,2007,123600
91,7200,4,Lvl,AllPub,Inside,Gtl,1Fam,4,5,1950,TA,NB,0,Y,0,1040,1,0,2,TA,1,4,0,Detchd,2,Y,0,29,7,2006,109900
92,8500,4,Lvl,AllPub,Inside,Gtl,1Fam,5,3,1961,TA,TA,1235,Y,0,1235,1,0,2,TA,1,6,0,Attchd,2,Y,0,0,12,2006,98600
94,7200,4,Lvl,AllPub,Corner,Gtl,2fmCon,6,6,1910,TA,Fa,1214,N,0,2291,2,0,4,TA,2,9,1,Detchd,2,Y,0,0,11,2007,133900
